-----------Current process (ps aux)---------------------------
USER        PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          1  0.0  0.0 194056  7192 ?        Ss   Feb27   2:50 /usr/lib/systemd/systemd --switched-root --system --deserialize 22
root      52189  0.0  0.0      0     0 ?        S    00:25   0:00 [kworker/1:1]
root      55771  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/78:0]
root      55846  0.0  0.0      0     0 ?        S    00:40   0:00 [kworker/5:0]
root      55979  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/22:2]
root      61351  0.0  0.0      0     0 ?        S    Mar09   2:12 [kworker/0:2]
root      63791  0.0  0.0      0     0 ?        S    Mar09   0:02 [kworker/55:1]
root      66748  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/76:0]
root      66883  0.0  0.0      0     0 ?        S    01:25   0:00 [kworker/16:0]
root      68123  0.0  0.0      0     0 ?        S    Mar11   0:00 [kworker/43:2]
root      69320  0.0  0.0      0     0 ?        S    01:35   0:00 [kworker/5:2]
root      72975  0.0  0.0      0     0 ?        S    01:50   0:00 [kworker/83:2]
root      74755  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/86:2]
root      75415  0.0  0.0      0     0 ?        S    02:00   0:00 [kworker/11:2]
root      76420  0.0  0.0      0     0 ?        S    Mar06   0:02 [kworker/85:2]
root      77002  0.0  0.0      0     0 ?        S    Mar05   1:00 [kworker/83:0]
root      77075  0.0  0.0      0     0 ?        S    Feb28   0:06 [kworker/92:0]
root      77922  0.0  0.0      0     0 ?        S    02:10   0:00 [kworker/21:0]
root      79140  0.0  0.0      0     0 ?        S    02:15   0:00 [kworker/50:2]
root      79171  0.0  0.0      0     0 ?        S    Mar11   0:01 [kworker/70:0]
root      80360  0.0  0.0      0     0 ?        S    02:20   0:00 [kworker/45:1]
root      82276  0.0  0.0      0     0 ?        S    Mar08   0:00 [kworker/79:2]
root      82587  0.0  0.0      0     0 ?        S    02:30   0:00 [kworker/3:1]
root      83362  0.0  0.0      0     0 ?        S    Mar09   0:03 [kworker/36:2]
root      84056  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/31:0]
root      86243  0.0  0.0      0     0 ?        S    02:45   0:00 [kworker/47:2]
root      86608  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/68:0]
root      87463  0.0  0.0      0     0 ?        S    02:50   0:00 [kworker/26:2]
root      88694  0.0  0.0      0     0 ?        S    Mar13   0:01 [kworker/3:0]
root      97295  0.0  0.0      0     0 ?        S    03:30   0:00 [kworker/17:2]
root      97686  0.0  0.0      0     0 ?        S    Mar10   0:01 [kworker/91:0]
root      97837  0.0  0.0      0     0 ?        S    Mar09   0:02 [kworker/71:0]
root      98443  0.0  0.0      0     0 ?        S    Mar13   0:12 [kworker/53:1]
root      99360  0.0  0.0      0     0 ?        S    Mar09   0:01 [kworker/76:1]
root      99648  0.0  0.0      0     0 ?        S    Mar06   0:04 [kworker/25:2]
root      99874  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/4:1]
root     104912  0.0  0.0      0     0 ?        S    04:01   0:00 [kworker/20:1]
root     108726  0.0  0.0      0     0 ?        S    Mar10   0:00 [kworker/46:2]
root     110768  0.0  0.0      0     0 ?        S    04:25   0:00 [kworker/65:2]
root     113206  0.0  0.0      0     0 ?        S    04:35   0:00 [kworker/87:2]
root     113593  0.0  0.0      0     0 ?        S    Mar10   0:01 [kworker/63:2]
root     118839  0.0  0.0      0     0 ?        S    Mar08   0:02 [kworker/52:0]
root     118939  0.0  0.0      0     0 ?        S    Mar07   0:05 [kworker/6:2]
root     119300  0.0  0.0      0     0 ?        S    05:00   0:00 [kworker/14:1]
root     119893  0.0  0.0      0     0 ?        S    Feb27   0:04 [kworker/91:2]
root     124239  0.0  0.0      0     0 ?        S    05:20   0:00 [kworker/6:0]
root     127894  0.0  0.0      0     0 ?        S    05:35   0:00 [kworker/29:2]
root     129112  0.0  0.0      0     0 ?        S    05:40   0:00 [kworker/23:2]
root     130333  0.0  0.0      0     0 ?        S    05:45   0:00 [kworker/28:0]
root     131552  0.0  0.0      0     0 ?        S    05:50   0:00 [kworker/34:2]
root     133775  0.0  0.0      0     0 ?        S    Mar07   0:05 [kworker/1:0]
root     134295  0.0  0.0      0     0 ?        S    06:01   0:00 [kworker/2:2]
root     135274  0.0  0.0      0     0 ?        S    06:05   0:00 [kworker/44:1]
root     137194  0.0  0.0      0     0 ?        S    Mar08   0:03 [kworker/95:0]
ericsson 138694  310  0.6 8939008 1372392 ?     Sl   Mar13 9118:21 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/895e90f3e23e4900a5138da27d5c7ef3.json -serverId standalone -serviceId 895e90f3e23e4900a5138da27d5c7ef3 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
root     142462  0.0  0.0      0     0 ?        S    Mar12   0:01 [kworker/54:2]
root     142822  0.0  0.0      0     0 ?        S    06:35   0:00 [kworker/10:0]
root     143536  0.0  0.0      0     0 ?        S    Mar07   0:04 [kworker/31:2]
root     146260  0.0  0.0      0     0 ?        S    06:50   0:00 [kworker/55:2]
root     149578  0.0  0.0      0     0 ?        S    Mar07   0:55 [kworker/11:0]
root     149985  0.0  0.0      0     0 ?        S    07:05   0:00 [kworker/15:1]
root     153234  0.0  0.0      0     0 ?        S    Mar07   0:02 [kworker/87:0]
root     153641  0.0  0.0      0     0 ?        S    07:20   0:00 [kworker/61:2]
root     155493  0.0  0.0      0     0 ?        S    Mar03   0:04 [kworker/59:2]
root     159889  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/7:1]
root     160895  0.0  0.0      0     0 ?        S    Mar12   0:01 [kworker/16:1]
root     160950  0.0  0.0      0     0 ?        S    07:50   0:00 [kworker/2:0]
root     163691  0.0  0.0      0     0 ?        S    08:01   0:00 [kworker/0:1]
root     164648  0.0  0.0      0     0 ?        S    08:04   0:00 [kworker/u642:2]
root     164671  0.0  0.0      0     0 ?        S    08:05   0:00 [kworker/72:2]
root     164830  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/58:1]
root     164835  0.0  0.0      0     0 ?        S    Feb28   0:06 [kworker/94:0]
root     165892  0.0  0.0      0     0 ?        S    08:10   0:00 [kworker/8:2]
root     170764  0.0  0.0      0     0 ?        S    08:30   0:00 [kworker/70:1]
root     171114  0.0  0.0      0     0 ?        S    Mar09   0:03 [kworker/23:0]
root     172332  0.0  0.0      0     0 ?        S    Mar13   0:01 [kworker/29:0]
ericsson 172803  1.1  0.0 1095348 82540 ?       Sl   Mar13  31:32 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
root     173456  0.0  0.0      0     0 ?        S    Mar10   0:02 [kworker/47:1]
root     175282  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/92:1]
root     175398  0.0  0.0      0     0 ?        S    08:49   0:00 [kworker/u642:0]
root     175653  0.0  0.0      0     0 ?        S    08:50   0:00 [kworker/19:2]
root     176197  0.0  0.0      0     0 ?        S    Mar08   0:03 [kworker/39:1]
root     177034  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/94:1]
root     178396  0.0  0.0      0     0 ?        S    09:01   0:00 [kworker/51:0]
root     179376  0.0  0.0      0     0 ?        S    09:05   0:00 [kworker/53:2]
root     180594  0.0  0.0      0     0 ?        S    09:10   0:00 [kworker/4:0]
root     180754  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/40:2]
root     184251  0.0  0.0      0     0 ?        S    09:25   0:00 [kworker/12:0]
root     185469  0.0  0.0      0     0 ?        S    09:30   0:00 [kworker/21:2]
root     187498  0.0  0.0      0     0 ?        S    Mar09   0:02 [kworker/79:0]
root     189126  0.0  0.0      0     0 ?        S    09:45   0:00 [kworker/18:0]
root     189863  0.0  0.0      0     0 ?        S    09:48   0:00 [kworker/u641:2]
root     190346  0.0  0.0      0     0 ?        S    09:50   0:00 [kworker/42:0]
root     190504  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/27:0]
root     193109  0.0  0.0      0     0 ?        S    10:01   0:00 [kworker/13:0]
root     193714  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/90:2]
root     194327  0.0  0.0      0     0 ?        S    Mar04   0:03 [kworker/51:2]
root     195309  0.0  0.0      0     0 ?        S    10:10   0:00 [kworker/22:1]
root     197748  0.0  0.0      0     0 ?        S    10:20   0:00 [kworker/71:2]
root     198592  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/88:0]
root     198655  0.0  0.0      0     0 ?        S    Mar06   0:05 [kworker/38:2]
root     198970  0.0  0.0      0     0 ?        S    10:25   0:00 [kworker/60:1]
root     200188  0.0  0.0      0     0 ?        S    10:30   0:00 [kworker/7:0]
root     200320  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/40:0]
root     201032  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/81:0]
root     201411  0.0  0.0      0     0 ?        S    10:35   0:00 [kworker/57:1]
root     202630  0.0  0.0      0     0 ?        S    10:40   0:00 [kworker/66:2]
postfix  203593  0.0  0.0  89908  4084 ?        S    10:44   0:00 pickup -l -t unix -u
root     205069  0.0  0.0      0     0 ?        S    10:50   0:00 [kworker/80:2]
root     206415  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/64:1]
root     207808  0.0  0.0      0     0 ?        S    11:01   0:00 [kworker/59:1]
root     208905  0.0  0.0      0     0 ?        S    Feb28   0:08 [kworker/46:1]
root     209791  0.0  0.0      0     0 ?        S    11:10   0:00 [kworker/63:1]
root     210857  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/95:1]
root     211011  0.0  0.0      0     0 ?        S    11:15   0:00 [kworker/9:0]
root     213450  0.0  0.0      0     0 ?        S    11:25   0:00 [kworker/37:2]
root     214523  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/65:1]
apache   216600  0.0  0.0 309120  6184 ?        S    11:37   0:00 /usr/sbin/httpd -DFOREGROUND
apache   216615  0.0  0.0 309120  6092 ?        S    11:37   0:00 /usr/sbin/httpd -DFOREGROUND
apache   216620  0.0  0.0 309120  6092 ?        S    11:37   0:00 /usr/sbin/httpd -DFOREGROUND
apache   216637 11.0  0.0  89388 13252 ?        S    11:37   0:00 /opt/ericsson/python3.4/bin/python3.4 /opt/ericsson/support/reportPackageList.py
apache   216642  0.0  0.0 182184 15752 ?        SNl  11:37   0:00 /opt/ericsson/python3.4/bin/python3.4 /opt/ericsson/support/createReportPackage.py
root     216679  0.0  0.0      0     0 ?        S    11:37   0:00 [kworker/23:1]
apache   216697  0.0  0.0  51732  1752 ?        RN   11:37   0:00 /bin/ps -aux
root     219638  0.0  0.0      0     0 ?        S    Mar11   0:01 [kworker/56:1]
root     223008  0.0  0.0      0     0 ?        S    Mar07   0:04 [kworker/41:1]
root     228269  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/68:1]
root     232751  0.0  0.0      0     0 ?        S    Mar08   0:03 [kworker/42:2]
root     232785  0.0  0.0      0     0 ?        S    Mar01   0:07 [kworker/32:2]
root     233148  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/52:2]
root     236810  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/39:0]
root     237115  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/41:2]
root     238000  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/19:1]
root     238094  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/74:0]
root     240530  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/32:1]
root     240558  0.0  0.0      0     0 ?        S    Mar10   0:02 [kworker/28:2]
root     241750  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/89:1]
root     243355  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/56:0]
root     245945  0.0  0.0      0     0 ?        S    Mar08   0:00 [kworker/77:2]
root     248627  0.0  0.0      0     0 ?        S    Mar12   0:01 [kworker/20:2]
root     249058  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/18:1]
apache   251802  0.0  0.0 309120  6484 ?        S    Mar14   0:04 /usr/sbin/httpd -DFOREGROUND
apache   251803  0.0  0.0 309120  6412 ?        S    Mar14   0:03 /usr/sbin/httpd -DFOREGROUND
apache   251804  0.0  0.0 309120  6312 ?        S    Mar14   0:03 /usr/sbin/httpd -DFOREGROUND
apache   251806  0.0  0.0 309120  6404 ?        S    Mar14   0:04 /usr/sbin/httpd -DFOREGROUND
apache   251807  0.0  0.0 309120  6408 ?        S    Mar14   0:02 /usr/sbin/httpd -DFOREGROUND
apache   251815  0.0  0.0 309120  6392 ?        S    Mar14   0:03 /usr/sbin/httpd -DFOREGROUND
apache   252066  0.0  0.0 309120  6308 ?        S    Mar14   0:03 /usr/sbin/httpd -DFOREGROUND
root     252473  0.0  0.0      0     0 ?        S    Mar11   0:02 [kworker/17:0]
root     253507  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/73:2]
apache   253767  0.0  0.0 309120  6312 ?        S    Mar14   0:03 /usr/sbin/httpd -DFOREGROUND
apache   253768  0.0  0.0 309120  6396 ?        S    Mar14   0:04 /usr/sbin/httpd -DFOREGROUND
apache   253770  0.0  0.0 309120  6308 ?        S    Mar14   0:03 /usr/sbin/httpd -DFOREGROUND
root     255945  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/84:0]
root     256637  0.0  0.0      0     0 ?        S    Mar10   0:02 [kworker/33:1]
root     256811  0.0  0.0      0     0 ?        S    Mar09   0:02 [kworker/93:0]
root     260086  0.0  0.0      0     0 ?        S    Feb29   1:30 [kworker/73:0]
root     260094  0.0  0.0      0     0 ?        S    Mar11   0:02 [kworker/9:1]
root     260462  0.0  0.0      0     0 ?        S    Mar11   0:02 [kworker/34:0]
root     261342  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/35:2]
root     265411  0.0  0.0      0     0 ?        S    Mar09   0:04 [kworker/57:2]
root     273607  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/45:2]
root     275002  0.0  0.0      0     0 ?        S    Mar10   0:00 [kworker/93:1]
root     277364  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/82:2]
root     279259  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/60:0]
root     284333  0.0  0.0      0     0 ?        S    Mar12   0:01 [kworker/44:2]
root     287801  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/80:1]
root     290301  0.0  0.0      0     0 ?        S    Mar12   0:00 [kworker/86:0]
root     294154  0.0  0.0      0     0 ?        S    Mar05   1:58 [kworker/89:0]
root     295410  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/33:0]
root     295655  0.0  0.0      0     0 ?        S    Mar10   0:00 [kworker/75:1]
root     300355  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/62:0]
root     302787  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/30:2]
root     305317  0.0  0.0      0     0 ?        S    Mar11   0:02 [kworker/10:1]
root     310407  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/14:2]
root     311282  0.0  0.0      0     0 ?        S    Mar05   0:05 [kworker/35:1]
root     313332  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/67:1]
root     313831  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/38:0]
root     317979  0.0  0.0      0     0 ?        S    Mar08   0:02 [kworker/64:0]
root     327423  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/85:1]
